21_38_42_271558_http_post,0:00:02.326107,5.117,272.458,1390.639
21_38_46_374162_http_post,0:00:01.032224,5.119,261.531,1344.432
21_38_50_451051_http_post,0:00:01.028481,5.119,262.483,1341.392
21_38_54_538090_http_post,0:00:01.038075,5.120,261.847,1341.750
21_38_58_613894_http_post,0:00:01.027503,5.120,262.438,1344.446
21_39_02_694388_http_post,0:00:01.032744,5.120,261.639,1342.159
21_39_06_779718_http_post,0:00:01.037750,5.120,261.312,1339.676
21_39_10_865786_http_post,0:00:01.042024,5.120,261.587,1340.160
21_39_14_967611_http_post,0:00:01.036091,5.120,261.863,1340.780
21_39_19_056950_http_post,0:00:01.032915,5.120,262.372,1337.929
