21_39_58_338471_LED_set_pixels_4,0:00:03.999828,5.117,271.542,1391.815
21_40_54_498344_LED_set_pixels_4,0:00:03.998971,5.118,268.363,1381.616
21_41_50_652842_LED_set_pixels_4,0:00:04.003876,5.118,271.174,1381.860
21_42_46_808493_LED_set_pixels_4,0:00:04.000254,5.117,272.093,1398.567
21_43_42_962302_LED_set_pixels_4,0:00:03.998501,5.117,271.538,1382.573
21_44_39_117286_LED_set_pixels_4,0:00:04.001102,5.117,270.711,1381.717
21_45_35_215351_LED_set_pixels_4,0:00:03.996947,5.117,269.300,1381.751
21_46_31_370614_LED_set_pixels_4,0:00:03.996909,5.116,273.505,1396.588
21_47_27_521922_LED_set_pixels_4,0:00:04.000995,5.117,271.038,1389.105
21_48_23_675946_LED_set_pixels_4,0:00:04.000546,5.117,272.074,1383.857
