21_14_15_104634_http_get_js,0:00:00.098566,5.122,263.232,1363.949
21_14_15_548144_http_get_js,0:00:00.096855,5.122,260.663,1334.890
21_14_15_992422_http_get_js,0:00:00.102219,5.121,260.819,1340.067
21_14_16_434963_http_get_js,0:00:00.101469,5.121,260.191,1338.648
21_14_16_877746_http_get_js,0:00:00.096989,5.120,261.106,1330.894
21_14_17_321179_http_get_js,0:00:00.096768,5.122,260.137,1340.302
21_14_17_764994_http_get_js,0:00:00.098359,5.122,260.741,1348.804
21_14_18_207791_http_get_js,0:00:00.098646,5.122,262.596,1354.356
21_14_18_652092_http_get_js,0:00:00.103335,5.120,261.675,1341.197
21_14_19_094129_http_get_js,0:00:00.096618,5.121,259.218,1334.565
