21_14_15_327457_http_post_js,0:00:00.101705,5.121,261.250,1336.563
21_14_15_769983_http_post_js,0:00:00.098570,5.122,260.859,1334.425
21_14_16_214393_http_post_js,0:00:00.103856,5.123,259.451,1342.084
21_14_16_656825_http_post_js,0:00:00.098715,5.119,265.152,1356.516
21_14_17_100920_http_post_js,0:00:00.097074,5.123,259.446,1343.926
21_14_17_543685_http_post_js,0:00:00.101815,5.121,261.034,1345.100
21_14_17_986920_http_post_js,0:00:00.101453,5.121,260.860,1338.803
21_14_18_430174_http_post_js,0:00:00.101642,5.122,260.042,1329.579
21_14_18_873458_http_post_js,0:00:00.101564,5.121,260.828,1331.153
21_14_19_316752_http_post_js,0:00:00.098809,5.121,262.490,1335.610
